Eddy_Viscosity,Mach,Nu_Tilde,Points_0,Points_1,Points_2,Pressure_Coefficient
0,0,0,1,0,0,0.213667
0,0,0,0.992739,0.00151925,0,0.196178
0,0,0,0.985523,0.00298981,0,0.166239
0,0,0,0.978353,0.00442412,0,0.151396
0,0,0,0.971231,0.0058254,0,0.136318
0,0,0,0.964156,0.00719657,0,0.119229
0,0,0,0.957129,0.00853886,0,0.103385
0,0,0,0.950149,0.00985441,0,0.0874163
0,0,0,0.943216,0.0111454,0,0.0719133
0,0,0,0.936331,0.0124123,0,0.0565743
0,0,0,0.929492,0.0136555,0,0.0415946
0,0,0,0.9227,0.0148758,0,0.0268825
0,0,0,0.915955,0.0160741,0,0.0124629
0,0,0,0.909257,0.0172512,0,-0.00170405
0,0,0,0.902604,0.0184074,0,-0.0155706
0,0,0,0.895997,0.0195429,0,-0.0291538
0,0,0,0.889435,0.0206585,0,-0.0424828
0,0,0,0.882919,0.0217549,0,-0.0556019
0,0,0,0.876448,0.0228325,0,-0.0685015
0,0,0,0.870022,0.0238914,0,-0.0811782
0,0,0,0.86364,0.0249318,0,-0.0936339
0,0,0,0.857303,0.0259541,0,-0.105904
0,0,0,0.851009,0.0269588,0,-0.118007
0,0,0,0.844759,0.0279463,0,-0.129963
0,0,0,0.838553,0.0289166,0,-0.14178
0,0,0,0.832389,0.0298701,0,-0.15347
0,0,0,0.826269,0.0308068,0,-0.165024
0,0,0,0.82019,0.0317268,0,-0.176437
0,0,0,0.814155,0.0326299,0,-0.187696
0,0,0,0.80816,0.0335165,0,-0.198814
0,0,0,0.802208,0.0343865,0,-0.209797
0,0,0,0.796297,0.0352404,0,-0.220662
0,0,0,0.790427,0.0360781,0,-0.231409
0,0,0,0.784597,0.0368999,0,-0.24203
0,0,0,0.778808,0.0377056,0,-0.252512
0,0,0,0.77306,0.0384955,0,-0.262854
0,0,0,0.767351,0.0392698,0,-0.273066
0,0,0,0.761682,0.0400286,0,-0.283164
0,0,0,0.756052,0.0407722,0,-0.293167
0,0,0,0.750462,0.0415009,0,-0.303075
0,0,0,0.74491,0.0422147,0,-0.31288
0,0,0,0.739397,0.0429137,0,-0.322569
0,0,0,0.733922,0.0435979,0,-0.332129
0,0,0,0.728485,0.0442674,0,-0.341559
0,0,0,0.723086,0.0449225,0,-0.350868
0,0,0,0.717725,0.0455634,0,-0.36006
0,0,0,0.712401,0.0461902,0,-0.36914
0,0,0,0.707114,0.0468031,0,-0.378115
0,0,0,0.701864,0.0474024,0,-0.386992
0,0,0,0.696651,0.0479881,0,-0.395771
0,0,0,0.691474,0.0485606,0,-0.404453
0,0,0,0.686333,0.0491198,0,-0.413041
0,0,0,0.681227,0.0496661,0,-0.421527
0,0,0,0.676158,0.0501994,0,-0.429905
0,0,0,0.671124,0.0507198,0,-0.438172
0,0,0,0.666124,0.0512276,0,-0.446318
0,0,0,0.66116,0.0517227,0,-0.454344
0,0,0,0.656231,0.0522054,0,-0.462244
0,0,0,0.651335,0.0526758,0,-0.47002
0,0,0,0.646474,0.053134,0,-0.477672
0,0,0,0.641647,0.0535801,0,-0.485195
0,0,0,0.636854,0.0540142,0,-0.492562
0,0,0,0.632094,0.0544364,0,-0.499752
0,0,0,0.627367,0.0548466,0,-0.50674
0,0,0,0.622674,0.055245,0,-0.513509
0,0,0,0.618013,0.0556315,0,-0.520037
0,0,0,0.613385,0.0560062,0,-0.526309
0,0,0,0.608789,0.0563692,0,-0.532311
0,0,0,0.604225,0.0567205,0,-0.538034
0,0,0,0.599693,0.0570602,0,-0.543463
0,0,0,0.595193,0.0573884,0,-0.548595
0,0,0,0.590724,0.057705,0,-0.553437
0,0,0,0.586286,0.0580102,0,-0.558022
0,0,0,0.58188,0.058304,0,-0.562386
0,0,0,0.577504,0.0585865,0,-0.56656
0,0,0,0.573159,0.0588577,0,-0.57057
0,0,0,0.568844,0.0591177,0,-0.574535
0,0,0,0.564559,0.0593668,0,-0.578758
0,0,0,0.560305,0.0596051,0,-0.583772
0,0,0,0.55608,0.0598328,0,-0.59012
0,0,0,0.551885,0.0600501,0,-0.597887
0,0,0,0.547719,0.0602572,0,-0.606491
0,0,0,0.543582,0.0604544,0,-0.615921
0,0,0,0.539475,0.0606418,0,-0.629749
0,0,0,0.535396,0.0608197,0,-0.656989
0,0,0,0.531346,0.0609883,0,-0.707919
0,0,0,0.527324,0.0611479,0,-0.784432
0,0,0,0.523331,0.0612986,0,-0.874968
0,0,0,0.519366,0.0614408,0,-0.961403
0,0,0,0.515429,0.0615746,0,-1.02815
0,0,0,0.511519,0.0617002,0,-1.07097
0,0,0,0.507637,0.0618179,0,-1.09457
0,0,0,0.503782,0.0619278,0,-1.10536
0,0,0,0.499954,0.0620302,0,-1.10923
0,0,0,0.496154,0.0621252,0,-1.10971
0,0,0,0.49238,0.0622132,0,-1.10878
0,0,0,0.488632,0.0622942,0,-1.10725
0,0,0,0.484912,0.0623685,0,-1.1055
