Eddy_Viscosity,Mach,Nu_Tilde,Points_0,Points_1,Points_2,Pressure_Coefficient
0,0,0,1,0,0,0.250479
0,0,0,0.998654,0.000194975,0,0.251692
0,0,0,0.997309,0.000390634,0,0.238071
0,0,0,0.995963,0.000585561,0,0.233467
0,0,0,0.994617,0.000779617,0,0.230656
0,0,0,0.993272,0.000973484,0,0.225929
0,0,0,0.991926,0.00116744,0,0.222512
0,0,0,0.99058,0.00136111,0,0.218631
0,0,0,0.989234,0.0015543,0,0.215138
0,0,0,0.987888,0.001747,0,0.211579
0,0,0,0.986542,0.00193928,0,0.208223
0,0,0,0.985196,0.00213123,0,0.204823
0,0,0,0.98385,0.00232296,0,0.201563
0,0,0,0.982504,0.0025145,0,0.19823
0,0,0,0.981157,0.00270573,0,0.195034
0,0,0,0.979811,0.00289654,0,0.191924
0,0,0,0.978465,0.00308689,0,0.188828
0,0,0,0.977119,0.00327687,0,0.185848
0,0,0,0.975772,0.00346661,0,0.182859
0,0,0,0.974426,0.0036562,0,0.179914
0,0,0,0.973079,0.00384561,0,0.176955
0,0,0,0.971733,0.00403475,0,0.17407
0,0,0,0.970386,0.00422352,0,0.171231
0,0,0,0.96904,0.00441184,0,0.168441
0,0,0,0.967693,0.00459975,0,0.165742
0,0,0,0.966346,0.00478729,0,0.16299
0,0,0,0.965,0.0049745,0,0.160413
0,0,0,0.963653,0.00516142,0,0.157723
0,0,0,0.962306,0.00534807,0,0.155154
0,0,0,0.960959,0.00553444,0,0.152585
0,0,0,0.959612,0.00572054,0,0.150057
0,0,0,0.958265,0.00590635,0,0.147502
0,0,0,0.956918,0.00609189,0,0.145081
0,0,0,0.955571,0.00627712,0,0.142554
0,0,0,0.954224,0.00646204,0,0.140143
0,0,0,0.952877,0.00664662,0,0.137802
0,0,0,0.95153,0.00683087,0,0.135353
0,0,0,0.950183,0.00701476,0,0.133088
0,0,0,0.948835,0.00719833,0,0.130798
0,0,0,0.947488,0.00738157,0,0.128468
0,0,0,0.946141,0.0075645,0,0.126266
0,0,0,0.944793,0.00774713,0,0.124071
0,0,0,0.943446,0.00792947,0,0.121793
0,0,0,0.942099,0.00811152,0,0.119748
0,0,0,0.940751,0.0082933,0,0.117511
0,0,0,0.939404,0.0084748,0,0.115408
0,0,0,0.938056,0.00865603,0,0.113317
0,0,0,0.936708,0.00883701,0,0.11118
0,0,0,0.935361,0.0090177,0,0.109148
0,0,0,0.934013,0.0091981,0,0.10705
0,0,0,0.932665,0.00937819,0,0.105045
0,0,0,0.931318,0.00955795,0,0.103045
0,0,0,0.92997,0.00973737,0,0.101018
0,0,0,0.928622,0.00991644,0,0.0990941
0,0,0,0.927274,0.0100952,0,0.0971768
0,0,0,0.925926,0.0102736,0,0.095249
0,0,0,0.924578,0.0104517,0,0.0933773
0,0,0,0.92323,0.0106295,0,0.091507
0,0,0,0.921882,0.0108071,0,0.0896141
0,0,0,0.920534,0.0109844,0,0.0877871
0,0,0,0.919186,0.0111615,0,0.0859507
0,0,0,0.917838,0.0113383,0,0.0841146
0,0,0,0.916489,0.0115148,0,0.0823372
0,0,0,0.915141,0.0116911,0,0.0805198
0,0,0,0.913793,0.011867,0,0.0787506
0,0,0,0.912445,0.0120427,0,0.0770073
0,0,0,0.911096,0.0122181,0,0.0752287
0,0,0,0.909748,0.0123932,0,0.0734612
0,0,0,0.9084,0.012568,0,0.0717684
0,0,0,0.907051,0.0127425,0,0.0700646
0,0,0,0.905703,0.0129168,0,0.0683723
0,0,0,0.904354,0.0130908,0,0.0667226
0,0,0,0.903006,0.0132646,0,0.0649833
0,0,0,0.901657,0.0134381,0,0.0633732
0,0,0,0.900308,0.0136113,0,0.0617074
0,0,0,0.89896,0.0137842,0,0.0600717
0,0,0,0.897611,0.0139567,0,0.058489
0,0,0,0.896262,0.014129,0,0.0568185
0,0,0,0.894913,0.014301,0,0.055309
0,0,0,0.893565,0.0144726,0,0.0537239
0,0,0,0.892216,0.0146438,0,0.052196
0,0,0,0.890867,0.0148148,0,0.0506983
0,0,0,0.889518,0.0149855,0,0.0491885
0,0,0,0.888169,0.0151559,0,0.0476639
0,0,0,0.88682,0.0153261,0,0.0462031
0,0,0,0.885471,0.0154961,0,0.0447031
0,0,0,0.884122,0.0156658,0,0.0432029
0,0,0,0.882773,0.0158353,0,0.0417231
0,0,0,0.881424,0.0160046,0,0.0402101
0,0,0,0.880075,0.0161736,0,0.0387583
0,0,0,0.878725,0.0163424,0,0.0372849
0,0,0,0.877376,0.0165109,0,0.0357646
0,0,0,0.876027,0.0166791,0,0.0343876
0,0,0,0.874678,0.0168471,0,0.0328809
0,0,0,0.873328,0.0170147,0,0.0314584
0,0,0,0.871979,0.017182,0,0.0300667
0,0,0,0.870629,0.0173491,0,0.0286574
0,0,0,0.86928,0.0175158,0,0.0272864
0,0,0,0.867931,0.0176822,0,0.0259317
0,0,0,0.866581,0.0178484,0,0.0245705
0,0,0,0.865231,0.0180143,0,0.0231754
0,0,0,0.863882,0.0181798,0,0.0218736
0,0,0,0.862532,0.0183451,0,0.0205297
0,0,0,0.861183,0.0185101,0,0.0192088
0,0,0,0.859833,0.0186749,0,0.0179103
0,0,0,0.858483,0.0188394,0,0.0166
0,0,0,0.857134,0.0190036,0,0.0153051
0,0,0,0.855784,0.0191676,0,0.0140246
0,0,0,0.854434,0.0193313,0,0.0127262
0,0,0,0.853084,0.0194948,0,0.0113854
0,0,0,0.851734,0.019658,0,0.010193
0,0,0,0.850384,0.019821,0,0.00879872
0,0,0,0.849034,0.0199838,0,0.00757648
0,0,0,0.847684,0.0201463,0,0.00631315
0,0,0,0.846334,0.0203086,0,0.00495529
0,0,0,0.844984,0.0204706,0,0.00377025
0,0,0,0.843634,0.0206323,0,0.00248672
0,0,0,0.842284,0.0207938,0,0.00120462
0,0,0,0.840934,0.020955,0,6.64282e-06
0,0,0,0.839584,0.0211159,0,-0.00124223
0,0,0,0.838234,0.0212765,0,-0.00244836
0,0,0,0.836884,0.0214369,0,-0.0036541
0,0,0,0.835533,0.021597,0,-0.00487672
0,0,0,0.834183,0.0217568,0,-0.00605392
0,0,0,0.832833,0.0219163,0,-0.00723711
0,0,0,0.831483,0.0220756,0,-0.00846441
0,0,0,0.830132,0.0222347,0,-0.00959848
0,0,0,0.828782,0.0223934,0,-0.0107816
0,0,0,0.827431,0.0225519,0,-0.0119731
0,0,0,0.826081,0.0227101,0,-0.0130816
0,0,0,0.82473,0.0228681,0,-0.0143045
0,0,0,0.82338,0.0230258,0,-0.015412
0,0,0,0.822029,0.0231833,0,-0.0165712
0,0,0,0.820679,0.0233405,0,-0.0177358
0,0,0,0.819328,0.0234975,0,-0.0188513
0,0,0,0.817977,0.0236542,0,-0.0199998
0,0,0,0.816627,0.0238107,0,-0.0211867
0,0,0,0.815276,0.0239669,0,-0.0222911
0,0,0,0.813925,0.0241229,0,-0.0234167
0,0,0,0.812575,0.0242786,0,-0.0246044
0,0,0,0.811224,0.0244341,0,-0.0256906
0,0,0,0.809873,0.0245893,0,-0.0268369
0,0,0,0.808522,0.0247443,0,-0.0279376
0,0,0,0.807171,0.024899,0,-0.0290446
0,0,0,0.80582,0.0250534,0,-0.0301557
0,0,0,0.80447,0.0252075,0,-0.0312472
0,0,0,0.803119,0.0253614,0,-0.032332
